col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,label
0.16392,1.0155,597.02,3.1632,0.40844,1.9195,1.3321,0.78141,3.1424,0.027157,0.053299,3.3822,0.088219,2.6051,3.0057,4.9965,3.1174,4.0575,1.1417,0.055339,0.03124,0.063672,0.84006,0.044698,0.16046,2.0184,0.94493,0.03755,0.18049,3.2568,0.063737,0.15368,0.10118,0.11823,3.5774,26.08,0.17699,1.1617,1.9043,0.47225,0.45249,1.0846,0.093915,0.23568,2.554,2.2563,0.085794,3.5446,0.076712,0.058542,4.2382,0.095143,0.074093,0.062972,4.6294,4.1238,0.061246,3.4131,0.035861,0.033844,0.23869,0.042913,0.089856,0.059222,0.093832,3.3122,1.9675,0.75859,0.08971,0.0025179,0.89646,3.5555,0.093176,0.066616,0.12595,0.051526,0.090084,1.8766,0.068793,0.06712,3.8465,0.052761,4.4479,0.037057,0.015869,1.5196,2.092,0.087504,0.18706,0.058405,0.15869,0.66196,0.10062,0.03663,0.014225,0.17979,5.0421,4.7198,0.56322,0.062193,0
0.011433,4.1719,109.02,4.1665,0.50273,3.3713,3.0757,3.8866,4.1839,0.037874,4.9917,3.8918,0.036479,1.7426,3.5205,3.0783,4.0809,1.849,2.713,0.047149,0.56922,0.13927,2.3144,0.55192,0.064244,0.36551,2.2671,0.046741,0.21556,3.7669,0.047746,0.59602,0.06417,0.071657,4.8387,12.089,2.1041,3.9297,2.743,0.069654,3.0815,3.9215,0.55796,0.43831,2.3503,1.7283,0.0076523,3.9238,0.098237,0.078289,3.5852,0.55784,0.56607,0.048167,2.3576,0.58191,2.0687,3.5248,0.10305123195540308,0.036669,0.021018,0.011999,0.54635,0.046912,0.063603,3.7095,1.6759,4.4558,0.51376,0.22427057724612737,4.1389,2.447,0.035881,0.068544,0.11706,0.5555,0.040642,4.161,0.52934,0.043385,2.4482,0.5494,3.5166,0.056098,1.0728,3.3999,4.2957,0.017915,0.08116,1.4583e-05,0.08337173283737023,1.4505,0.02295,0.089502,0.5347,0.01024,5.0524,2.7142,0.57363,0.051013,0
0.085327,3.581,94.042,1.4761,0.72196,4.686,1.6666,0.93265,1.2036,0.094667,3.5273,2.9521,0.020926,3.0649,2.1196,2.251,0.054036,1.0637,0.6165,0.054942,0.03002,0.081311,2.2127,0.001869,0.070258,2.6434,3.4471,0.07519,0.083159,3.79,0.028893,0.058735,0.08388,0.096826,2.1123,13.008,0.074212,3.4888,2.1983,0.73827,2.548669153979239,3.9335,0.063749,1.9514,2.4124,2.6246407405498284,0.056986,4.3994,0.060906,0.044069,2.3827,0.08685,0.72937,0.086247,4.4954,4.9096,0.08862,3.4043,0.031953,0.0068127,0.093209,0.067492,0.055808,0.72549,0.016465,1.7401,2.3268,4.2602,0.075659,0.051978,4.0236,4.8708,1.3366,0.053476,3.9593,0.064176,0.06956,4.419,0.037492,0.24549,2.513145760273973,1.3108,2.6269,0.023884,1.3376,1.9727,0.54815,0.087969,0.081879,0.042943,0.038163,0.034588,0.059753,0.065103,0.056847,0.016169,0.40913,1.0273,0.032939,0.1524189689860384,0
1.0943,0.38289,206.09,4.1974,0.36896,0.90309,2.5634,2.8409,2.5024905827586212,0.0889,0.94545,4.2171,0.023341,3.5579,4.5401,2.1637,4.6356,2.3847,1.7532,0.079699,0.032975,0.060014,1.5712,0.022449,0.08742,3.8679,1.1107,0.071796,0.15179,3.2006,0.022303,0.057872,0.78046,0.050813,1.5582,17.065,0.76534,2.4525,0.72347,2.1798,0.029325,1.2284,0.041821,0.136,2.3155,3.3573,0.061324,0.3304,0.0067529,0.084759,1.0199,0.44832,0.75038,0.053264,1.8245,1.084,0.039867,4.4095,0.027694,0.06625,0.091857,0.056973,1.0732,0.04956,0.01902,4.47,2.3518,1.6583,0.040459,0.096615,3.5211,0.99247,0.082906,0.036948,1.4377,0.020963,0.2856752121256454,2.6157,0.36709,0.052628,4.9301,0.059198,0.42101,0.014737,0.046924,3.7145,4.127,0.049233,0.037736,0.010612,0.074744,4.8421,0.025594,0.013817,0.44704,0.037138,2.4451,1.1245,0.3801,0.42583,0
1.1466,0.18119,144.03,3.6387,0.042403,2.5563,1.6624,1.0407,2.5024905827586212,0.090974,3.5759,1.2223,0.0091565,3.4152,4.035,1.971,0.057064,1.1191,0.94546,0.032337,0.011474,0.055845,4.9319,0.048917,0.027125,1.8656,4.3886,0.028674,0.18882,2.8734,0.089554,0.097739,0.075127,0.01725,1.0108,19.061,2.3251,4.6969,0.77952,0.042111,2.0634,0.96221,0.076729,0.67888,2.4178,3.2838,0.0089357,4.102,0.027842,0.033214,1.0482,0.093861,0.6321,0.049353,1.5292,1.5516,0.03353,2.6440228840830446,0.0038314,0.094238,0.068984,0.010566,0.027191,0.63184,0.08907746990500863,1.4086,4.8705,3.4392,0.074259,0.046142,2.774,1.7929,0.06412,0.02376,1.1079,0.022796,0.2856752121256454,2.2979,0.078775,0.69344,2.6769,1.1373,0.21497,0.032812,0.062172,3.5357,1.5971,0.61423,0.62785,0.06304,0.046464,1.359,0.018022,0.066223,0.057379,0.021564,3.9713,4.4615,0.084842,0.0044054,1
0.058309,2.1662,26.007,4.4349,0.083083,1.1278,2.8204,4.4122,3.7183,0.0014669,0.21674,4.7567,0.0014371,1.5815,2.6191937937062937,2.6431,0.055006,4.3871,1.7807,0.011264,0.027979,0.025429,0.70467,0.062693,0.0073584,4.0314,4.4526,0.029481,0.028543,4.0921,0.066163,0.0019113,3.3546,0.067533,1.0498,11.029,0.038678,3.4641,0.11014,0.024037,4.0712,2.0824,0.080884,4.3435,3.7678,1.7006,0.020654,3.7299,0.01419,0.012147,0.73646,0.047942,0.07146,0.03714,0.39706,1.8897,0.010409,0.38479,0.49477,0.042504,0.0061573,0.095175,0.022186,0.052188,0.024077,4.9551,4.3078,0.13484,0.040839,0.06994,3.9585,2.493,3.3646,0.0049638,4.4082,0.034662,0.061771,4.1357,0.036372,0.49367,1.5372,6.6919,3.3982,0.06527,0.010742,4.1238,1.459,0.075495,0.08778,0.048862,0.075248,3.26,0.17431673397941683,0.085626,0.0061347,0.039794,0.52386,2.1939,0.010851,0.030406,1
0.016724,2.8393,261.08,4.9089,0.028467,0.25251,0.94961,3.1424,2.0083,0.071456,2.5164232918088736,4.704,0.031174,1.5791,1.6476,1.8951,0.021321,2.7972,1.7545,0.07817,0.13137238326460482,0.36094,3.3266,0.073014,0.4123,0.52165,2.8146,0.033319,0.53345,3.7544,0.051287,0.037262,0.040313,0.07728,4.6175,18.077,1.3129,1.0626,1.6577,0.021743,2.9862,2.7027,0.0096705,2.5299,5.045,0.21529,0.093352,1.5586,0.082219,0.014838,1.2985,0.0079344,0.02823,0.058355,4.6285,3.0435,0.067144,2.3109,0.09864,0.010852,0.049771,0.042152,0.052743,0.080193,0.030682,3.9223,4.9521,0.64991,0.0099077,0.029894,4.334,4.5472,0.061608,0.016453,2.4323,0.06081,0.055143,0.45412,0.043331,0.19901,2.4997,0.054927,3.0261,0.01815,0.039705,2.3964,4.8051,0.90455,0.44121,0.038638,0.29824,1.7749,0.0048108,0.040952,0.08736,0.11195388890034363,2.956,3.5809,0.083754,0.46866,1
0.049892,1.1441,68.019,1.848,0.66603,2.4283,1.0463,0.24753,2.5024905827586212,0.041918,1.4909,3.4046,0.06313,3.2252,4.7775,3.5394,0.6566772064540728,0.57548,4.6066,0.054892,0.038321,0.090997,2.473,0.059346,0.055931,3.8138,0.60589,0.068546,0.24184,2.9122,0.043619,0.079287,0.027753,0.053491,2.069,12.041,0.02066,3.523,3.6933,2.9074,3.4123,3.2195,0.089885,2.9595,1.7659,4.558,0.088325,1.2504,0.025451,0.079854,0.53513,0.072509,0.0018494,0.059469,4.5552,0.81286,0.022817,4.7233,0.051869,0.095059,0.092277,0.069227,3.5004,0.036574,0.047967,2.5186,2.7472,1.316,0.043669,0.088072,0.18277,4.9857,0.030102,0.031085,4.2252,0.094073,0.076889,2.502183838209983,0.0099583,0.01399,0.48054,1.8121,2.6261,0.070764,0.024038,0.81795,0.75385,0.09904,0.66375,0.086635,0.059248,4.9801,0.078913,0.0085365,0.07628,0.0095482,4.4745,1.1158,0.091811,0.098633,0
0.48244,4.1027,728.0,4.6544,0.076584,0.29471,3.519,4.5914,0.62155,0.066942,1.8162,2.4767,0.19822,2.6835,0.49255,1.3955,0.015094,1.4733,0.78953,0.018966,0.05019,0.075425,0.80916,0.0083507,0.1560395744501718,2.1518,0.70125,0.061831,0.15435,0.44003,0.032178,0.50594,0.0033966,0.071846,3.5857,65.063,2.9594,3.7268,2.8124,0.92038,3.6889,0.23985,0.072795,1.652,9.1485,2.2047,0.082294,4.4199,0.010481,1.5477,1.0498,0.059065,0.031008,0.29638,4.0078,2.3751,0.083127,3.3854,0.11152,0.030589,0.058293,0.097132,0.087629,0.298,1.1398,1.4754,1.2593,3.0427,0.039147,0.88583,2.5863,2.553217042662116,1.3633,0.064242,0.82206,0.094836,0.022305,3.5487,0.09674868544194108,0.73349,0.22919,1.5954,3.3104,0.26903,0.0030547,3.9438,4.4127,1.5516,0.67272,0.0054286,0.048575,1.9995,0.040447,0.015668,0.096933,0.68045,2.5383036449399654,0.25095,0.044008,0.057328,1
0.034834,2.2365,16.021,1.7243,0.082291,4.0598,2.5726,4.6149,3.3383,0.0057126,2.0253,4.8575,0.014053,0.89354,2.666,1.4266,0.017196,0.69752,1.1537,0.022867,0.08844,0.099235,2.5249701369863016,0.1380746264010327,0.010899,1.0766,2.3072,0.010991,0.029238,0.50731,0.15597810184347824,0.081685,0.021343,0.079437,4.2178,12.053,0.048102,4.0643,2.3545,5.3066,3.7328,3.9212,0.074752,4.6585,3.2294,4.2113,0.057728,4.0146,0.015225,0.059149,1.438,0.011906,0.01607,0.040132,1.2049,4.6882,0.026693,4.6335,0.0085318,0.035614,0.082589,0.05544,0.093205,0.03287,0.076611,3.38,1.3966,2.245,0.0069522,0.049858,0.2811,3.1918,0.049064,0.049223,1.6167,0.052484,0.2856752121256454,3.9805,0.085607,1.0391,1.1142,0.019815,2.425,0.048794,0.090228,3.7461,3.7673,5.348,0.041684,0.024389,0.067788,3.485,0.07706,0.023312,0.017339,0.06283,4.0173,4.0165,0.032289,0.065626,0
0.95183,2.9467,744.06,2.3868,0.02123,4.5403,1.5184,1.2187,4.1835,0.09809,0.04508,4.1655,0.2649,4.7878,0.96156,3.4475,0.097808,3.67,1.7454,0.088558,0.020366,0.045037,1.7253,0.041103,0.017653,1.408,3.2352,0.044199,0.34774,2.0891,0.040333,0.095903,0.068956,0.032938,2.3493,636.05,1.9348,4.5849,5.0445,2.4492,3.7477,3.4361,0.023239,2.8191,57.272,3.2344,0.01929,3.9131,0.54288,0.09754,4.0981,0.048952,0.021006,0.043101,3.2274,0.97327,0.091095,1.9084,0.15894,0.19109350815672912,0.047916,0.038483,0.05285,0.47496,0.083769,2.3282,3.826,3.9869,0.024152,1.0273,2.580142519930676,0.39071,0.031666,0.020435,3.6949,0.099733,0.07693,2.502183838209983,0.09674868544194108,1.7182,0.23291,5.1959,0.90422,0.47235,0.081396,3.3571,4.4088,1.9408,0.54042,0.01047,0.045852,2.6846,0.567,0.087544,0.065812,0.087226,1.0473,0.32394,0.070824,0.051803,1
0.0032418,3.4921,72.033,3.1093,0.036705,4.3415,0.55683,3.4934,3.6524,0.082898,0.26989,0.74323,0.32788,0.71894,2.1818,1.202,0.064081,5.0133,0.91493,0.072766,0.098801,0.01547,1.9458,0.064177,0.062117,1.8681,2.7834,0.055603,0.092548,4.9756,0.074116,0.0060449,0.041358,0.089255,4.634,41.018,3.9377,2.5788,0.29848,0.066511,3.0676,3.7129,0.095205,0.70219,5.6109,1.2945,0.018098,3.5664,0.0041056,0.012829,0.20303,0.06293,1.3169,0.014682,2.9657,4.2781,0.063109,2.4537,0.069824,0.087742,0.016832,0.0798,0.058256,0.013674,0.087155,1.3953,0.50906,2.8902,0.088933,0.052036,3.7455,1.1403,0.066146,0.074692,1.8247,0.090843,0.068772,2.3661,0.060583,0.25947,1.4398,3.8506,3.4432,0.073666,0.027698,1.9475,3.2693,0.087778,1.3784,0.063808,0.015483,1.1875,0.085977,0.067839,0.030735,0.037565,2.3839,1.169,0.030631,0.097777,1
0.39899,1.0333,139.05,2.5681,0.092889,4.6751,2.644158327645051,3.9816,4.2136,0.057357,0.78726,0.8544,0.22524,2.8022,3.8813,4.5523,0.056366,0.53756,5.0532,0.076752,0.09633,0.06969,1.3996,0.083254,0.062005,2.6342,3.8763,0.092381,0.1503,3.5248,0.40679,0.022159,0.35052,0.0017403,0.21752,48.46470154639176,2.3251,4.9927,0.26789,0.34324,2.094,1.4353,0.071681,0.97664,1.5499,0.96307,0.027755,4.2905,0.089909,0.046677,4.0771,0.057833,0.36932,0.41562,0.94085,3.5566,0.077411,5.02,0.040107,0.036901,0.062337,0.099311,0.039756,0.70147,0.045952,0.66689,4.9686,1.1218,0.01972,0.042919,5.01,4.3771,0.04926,0.08098,2.9741,0.049213,0.081262,3.1661,0.096598,0.063233,0.73606,3.3044,3.8596,0.027414,0.0018136,4.8954,2.631860991394148,0.095842,0.34325,0.00033052,0.050499,1.9818,0.36625,0.089629,0.060932,0.36346,2.1378,4.0139,0.0051159,0.67711,1
0.011546,2.2619,58.061,4.2806,0.028495,1.1141,3.1716,2.123,1.0961,0.0336,4.0266,2.8398,0.096208,0.15231,3.8652,4.6023,0.018397,0.099324,2.244,0.069943,0.040923,0.070454,1.5332,0.072873,0.061009,2.1781,4.4074,0.014653,0.055161,0.47302,0.088256,0.089496,0.036099,0.035158,2.1059,4.0237,3.0179,0.27854,2.3023,0.50525,3.5536,2.402,0.097019,2.3183,1.422,2.4471,0.050558,2.3506,0.016534,2.064,0.39318,0.093259,0.047614,0.03447,2.4806,2.8956,0.014756,0.98484,0.059972,0.099522,0.081853,0.0096764,0.064039,0.35391842895904435,0.048719,0.6733,1.7629,4.4658,0.0061101,0.99837,0.29363,0.32393,0.088774,0.056852,2.3391,0.055257,0.09387,4.7086,0.029036,0.10766,2.063,1.5749,0.539,0.022798,0.035222,2.3692,3.9377,0.0087451,0.056788,0.045322,0.073172,1.742,0.53631,0.045775,0.0003757,0.060348,1.7658,1.9584,0.50453,0.063768,0
0.24663,3.087,693.07,2.7256,0.46611,2.7277,2.644158327645051,1.4495,1.7369,0.020142,0.68596,2.2278,0.081624,2.0565,3.3502,0.53118,2.3247,1.556,0.073452,0.068025,0.07413,0.094321,2.6936,0.0097485,0.081668,0.47581,1.6679,0.091913,0.42537,0.86094,0.023925,0.082324,0.042433,0.63394,0.1154,44.093,0.058848,4.5328,3.5245,0.27313,4.0389,2.9736,0.059805,0.74958,3.9491,3.742,0.095978,4.4645,0.038845,0.062226,4.8711,0.036336,0.06043,0.12485443526962459,1.5661,5.022,1.027,3.4646,0.08855,0.0045013,0.011633,0.018938,0.076322,0.074522,0.087332,0.95806,4.5053,3.1192,0.64961,1.4475,4.7004,3.7316,0.075005,0.068629,1.3601,0.05852,0.013039,1.2674,0.26023,0.059428,0.98916,0.45943,3.2194,0.045427,0.038992,0.91381,4.7419,1.8058,0.087365,0.051299,0.051091,3.4282,0.016494,0.036428,0.025861,0.086968,3.6663,4.2634,1.2353,0.03799,0
0.025607,2.9396,271.06,4.1492,0.032015,1.7186,3.589,2.3154,1.8616,0.099801,0.49494,4.5155,0.21219,4.0197,1.4328,4.0411,0.038385,2.2079,2.5317,0.045983,0.057299,0.08197,0.77235,0.0086819,0.017946,0.48625,2.7165,0.073332,0.1596,2.5708,0.15597810184347824,0.019284,0.061966,0.099322,3.7694,155.08,1.9396,3.6077,0.81393,1.2623,2.548669153979239,0.37879,0.0051877,4.0864,12.973,0.5795,0.0071147,3.3644,0.027858,0.057962,2.7223,0.058824,1.2719,0.031812,4.1468,0.61072,0.098524,0.12777,0.037057,0.0036498,0.015238,0.0063697,0.024728,0.040196,0.09965,1.944,1.4639,3.8669,0.031084,0.061098,2.5225,2.0451,0.14639995688435373,0.056203,3.7817,0.052687,0.079349,2.6563,0.021509,1.1646,2.3931,3.1253,4.9433,1.2672,0.071071,4.775,0.57032,0.62864,0.67077,0.042131,0.021001,1.2784,0.072678,0.050137,0.046414,0.0061721,5.0737,3.3931,0.056515,0.067384,1
